company|weight|sector|peer|value
FRT: Federal Realty Investment Trust|0.0002|Real Estate|EPR: EPR Properties|0.7541872
FRT: Federal Realty Investment Trust|0.0002|Real Estate|ESS: Essex Property Trust|0.6776734
FRT: Federal Realty Investment Trust|0.0002|Real Estate|FR: First Industrial Realty Trust Inc|0.50148565
FRT: Federal Realty Investment Trust|0.0002|Real Estate|FRT: Federal Realty Investment Trust|0.9999999
FRT: Federal Realty Investment Trust|0.0002|Real Estate|IIPR: Innovative Industrial Properties, Inc.|0.52353996
FRT: Federal Realty Investment Trust|0.0002|Real Estate|KRC: Kilroy Realty Corporation|0.6177162
FRT: Federal Realty Investment Trust|0.0002|Real Estate|MAA: Mid-America Apartment Communities Inc|0.7546301
FRT: Federal Realty Investment Trust|0.0002|Real Estate|NNN: National Retail Properties Inc|0.7222562
FRT: Federal Realty Investment Trust|0.0002|Real Estate|O: Realty Income Corp|0.5130626
FRT: Federal Realty Investment Trust|0.0002|Real Estate|OHI: Omega Healthcare Investors Inc|0.7134469
FRT: Federal Realty Investment Trust|0.0002|Real Estate|PDM: Piedmont Office Realty Trust Inc|0.7216603
FRT: Federal Realty Investment Trust|0.0002|Real Estate|PLD: Prologis Inc|0.73042846
FRT: Federal Realty Investment Trust|0.0002|Real Estate|REG: Regency Centers Corp|0.8252616
FRT: Federal Realty Investment Trust|0.0002|Real Estate|REXR: Rexford Industrial Realty Inc|0.7185983
FRT: Federal Realty Investment Trust|0.0002|Real Estate|SPG: Simon Property Group Inc|0.5000524
FRT: Federal Realty Investment Trust|0.0002|Real Estate|TCO: Taubman Centers Inc|0.5377219
FRT: Federal Realty Investment Trust|0.0002|Real Estate|VNO: Vornado Realty Trust|0.79803056
FRT: Federal Realty Investment Trust|0.0002|Real Estate|WRI: Weingarten Realty Investors|0.95493156
FSLR: First Solar Inc|0.0002|Information Technology|AES: The AES Corporation|0.8178036
FSLR: First Solar Inc|0.0002|Information Technology|CWEN: Clearway Energy, Inc.|0.7078074
FSLR: First Solar Inc|0.0002|Information Technology|ENPH: Enphase|0.77692103
FSLR: First Solar Inc|0.0002|Information Technology|FSLR: First Solar Inc|0.99999976
FSLR: First Solar Inc|0.0002|Information Technology|NEE: NextEra Energy Inc|0.75993663
FSLR: First Solar Inc|0.0002|Information Technology|NRG: NRG Energy Inc|0.6738566
FSLR: First Solar Inc|0.0002|Information Technology|ORA: Ormat Technologies Inc|0.6323507
FSLR: First Solar Inc|0.0002|Information Technology|SEDG: SolarEdge Technologies Inc|0.8545226
FSLR: First Solar Inc|0.0002|Information Technology|TSLA: Tesla, Inc.|0.5158669
FSLY: Fastly Inc.|0.0002|Information Technology|AAXN: Axon Enterprise, Inc.|0.68706846
FSLY: Fastly Inc.|0.0002|Information Technology|CSOD: Cornerstone OnDemand, Inc.|0.6052639
FSLY: Fastly Inc.|0.0002|Information Technology|FSLY: Fastly Inc.|1.0000002
FSLY: Fastly Inc.|0.0002|Information Technology|IAC: IAC/InterActiveCorp|0.8777226
FSLY: Fastly Inc.|0.0002|Information Technology|ROKU: Roku, Inc|0.69242644
FSLY: Fastly Inc.|0.0002|Information Technology|TEAM: Atlassian|0.7477316
FSLY: Fastly Inc.|0.0002|Information Technology|TWTR: Twitter Inc|0.7415927
FSLY: Fastly Inc.|0.0002|Information Technology|YELP: Yelp Inc|0.6174727
FSS: Federal Signal|0.0001|Industrials|AIMC: Altra Industrial Motion Corp|0.6576812
FSS: Federal Signal|0.0001|Industrials|CMI: Cummins Inc (Ex. Cummins Engine Inc)|0.747067
FSS: Federal Signal|0.0001|Industrials|DAN: Dana Incorporated|0.56747293
FSS: Federal Signal|0.0001|Industrials|FSS: Federal Signal|1.0000001
FSS: Federal Signal|0.0001|Industrials|GM: General Motors Co|0.65775764
FSS: Federal Signal|0.0001|Industrials|LSTR: Landstar System|0.6266717
FSS: Federal Signal|0.0001|Industrials|MTOR: Meritor|0.779235
FSS: Federal Signal|0.0001|Industrials|NAV: Navistar International Corp|0.755602
FSS: Federal Signal|0.0001|Industrials|PCAR: Paccar Inc|0.7504968
FSS: Federal Signal|0.0001|Industrials|R: Ryder System Inc|0.5682069
FSS: Federal Signal|0.0001|Industrials|ST: Sensata Technologies Holding N.V.|0.50809515
FSS: Federal Signal|0.0001|Industrials|WERN: Werner Enterprises|0.662475
FTNT: Fortinet Inc|0.0006|Information Technology|CSCO: Cisco Systems Inc|0.5052134
FTNT: Fortinet Inc|0.0006|Information Technology|FFIV: F5 Networks Inc|0.56290627
FTNT: Fortinet Inc|0.0006|Information Technology|FTNT: Fortinet Inc|0.99999994
FTNT: Fortinet Inc|0.0006|Information Technology|OKTA: Okta, Inc.|0.50039047
FTNT: Fortinet Inc|0.0006|Information Technology|PANW: Palo Alto Networks, Inc.|0.8373514
FTNT: Fortinet Inc|0.0006|Information Technology|PFPT: Proofpoint Inc|0.5797654
FTNT: Fortinet Inc|0.0006|Information Technology|PS: Pluralsight, Inc.|0.5843831
FTNT: Fortinet Inc|0.0006|Information Technology|SMAR: Smartsheet Inc. |0.5488627
FTNT: Fortinet Inc|0.0006|Information Technology|TENB: Tenable Holdings, Inc.|0.6085132
FTNT: Fortinet Inc|0.0006|Information Technology|ZS: Zscaler, Inc.|0.8508563
FTV: Fortive Corporation|0.0006|Industrials|FTV: Fortive Corporation|0.9999999
FUL: H.B. Fuller|0.0001|Materials|FUL: H.B. Fuller|0.9999998
FUL: H.B. Fuller|0.0001|Materials|GGG: Graco Inc|0.6531088
FUL: H.B. Fuller|0.0001|Materials|ITW: Illinois Tool Works Inc|0.5446333
FUL: H.B. Fuller|0.0001|Materials|MMM: 3M Co|0.6318242
FUL: H.B. Fuller|0.0001|Materials|NDSN: Nordson Corp|0.53780466
FUL: H.B. Fuller|0.0001|Materials|NEU: NewMarket|0.7045667
FUL: H.B. Fuller|0.0001|Materials|PPG: PPG Industries Inc|0.7069118
FUL: H.B. Fuller|0.0001|Materials|RPM: RPM International Inc.|0.52259415
FUL: H.B. Fuller|0.0001|Materials|SHW: Sherwin-Williams Co|0.6705858
FUL: H.B. Fuller|0.0001|Materials|VMI: Valmont Industries Inc.|0.52608865
FULT: Fulton Financial Corp|0.0001|Financials|ALLY: Ally Financial|0.6673554
FULT: Fulton Financial Corp|0.0001|Financials|ASB: Associated Banc-Corp|0.89546865
FULT: Fulton Financial Corp|0.0001|Financials|BAC: Bank of America Corp|0.9006557
FULT: Fulton Financial Corp|0.0001|Financials|BOH: Bank of Hawaii Corp|0.7006299
FULT: Fulton Financial Corp|0.0001|Financials|BXS: BancorpSouth Bank|0.85339624
FULT: Fulton Financial Corp|0.0001|Financials|C: CITIGROUP INC|0.85071695
FULT: Fulton Financial Corp|0.0001|Financials|CFG: Citizens Financial Group Inc|0.9155344
FULT: Fulton Financial Corp|0.0001|Financials|CIT: CIT Group Inc|0.86445284
FULT: Fulton Financial Corp|0.0001|Financials|CMA: Comerica Inc|0.8969702
FULT: Fulton Financial Corp|0.0001|Financials|COF: Capital One Financial Corp|0.62076783
FULT: Fulton Financial Corp|0.0001|Financials|COLB: Columbia Banking System Inc|0.7287332
FULT: Fulton Financial Corp|0.0001|Financials|CVBF: CVB Financial Corp|0.8041594
FULT: Fulton Financial Corp|0.0001|Financials|DFS: Discover Financial Services|0.7114218
FULT: Fulton Financial Corp|0.0001|Financials|ETFC: E*TRADE Financial Corporation|0.81431144
FULT: Fulton Financial Corp|0.0001|Financials|EWBC: East West Bancorp Inc|0.84349847
FULT: Fulton Financial Corp|0.0001|Financials|FHB: First Hawaiian, Inc.|0.71630305
FULT: Fulton Financial Corp|0.0001|Financials|FHN: First Horizon National Corp|0.85955614
FULT: Fulton Financial Corp|0.0001|Financials|FITB: Fifth Third Bancorp|0.71804947
FULT: Fulton Financial Corp|0.0001|Financials|FNB: F.N.B. Corp|0.8264061
FULT: Fulton Financial Corp|0.0001|Financials|FRC: First Republic Bank|0.83171386
FULT: Fulton Financial Corp|0.0001|Financials|FULT: Fulton Financial Corp|0.9999998
FULT: Fulton Financial Corp|0.0001|Financials|GDOT: Green Dot Corporation |0.50495356
FULT: Fulton Financial Corp|0.0001|Financials|GS: Goldman Sachs Group Inc|0.6794633
FULT: Fulton Financial Corp|0.0001|Financials|HBAN: Huntington Bancshares Incorporated|0.8861051
FULT: Fulton Financial Corp|0.0001|Financials|HOMB: Home Bancshares Inc|0.5781597
FULT: Fulton Financial Corp|0.0001|Financials|INDB: Independent Bank Corp (Mass)|0.85967904
FULT: Fulton Financial Corp|0.0001|Financials|JPM: JPMorgan Chase & Co|0.7965676
FULT: Fulton Financial Corp|0.0001|Financials|KEY: KeyCorp|0.846699
FULT: Fulton Financial Corp|0.0001|Financials|MTB: M&T Bank Corporation|0.91256565
FULT: Fulton Financial Corp|0.0001|Financials|NTRS: Northern Trust|0.7659007
FULT: Fulton Financial Corp|0.0001|Financials|NYCB: New York Community Bancorp Inc|0.6366419
FULT: Fulton Financial Corp|0.0001|Financials|ONB: Old National Bancorp|0.915236
FULT: Fulton Financial Corp|0.0001|Financials|PB: Prosperity Bancshares Inc|0.60111547
FULT: Fulton Financial Corp|0.0001|Financials|PNC: PNC Financial Services Group Inc|0.8556474
FULT: Fulton Financial Corp|0.0001|Financials|PPBI: Pacific Premier Bancorp Inc|0.8379955
FULT: Fulton Financial Corp|0.0001|Financials|RF: Regions Financial Corp|0.9313006
FULT: Fulton Financial Corp|0.0001|Financials|SBNY: Signature Bank|0.83875597
FULT: Fulton Financial Corp|0.0001|Financials|SIVB: SVB Financial Group|0.83084625
FULT: Fulton Financial Corp|0.0001|Financials|STL: Sterling Bancorp|0.8594241
FULT: Fulton Financial Corp|0.0001|Financials|TFC: BB&T Corp|0.69290185
FULT: Fulton Financial Corp|0.0001|Financials|UMBF: UMB Financial|0.8820246
FULT: Fulton Financial Corp|0.0001|Financials|UMPQ: Umpqua Holdings Corp|0.8677492
FULT: Fulton Financial Corp|0.0001|Financials|USB: US BANCORP|0.63598347
FULT: Fulton Financial Corp|0.0001|Financials|WBS: Webster Financial Corp (Conn)|0.86387
FULT: Fulton Financial Corp|0.0001|Financials|WFC: Wells Fargo & Co|0.92057705
FULT: Fulton Financial Corp|0.0001|Financials|WTFC: Wintrust Financial|0.86468935
FULT: Fulton Financial Corp|0.0001|Financials|ZION: Zions Bancorporation|0.8519831
G: Genpact|0.0002|Information Technology|CDW: CDW|0.5624654
G: Genpact|0.0002|Information Technology|CTSH: Cognizant Technology Solutions Corp|0.7094749
G: Genpact|0.0002|Information Technology|EPAM: EPAM Systems Inc|0.73917574
G: Genpact|0.0002|Information Technology|EXLS: ExlService Holdings Inc|0.8018088
G: Genpact|0.0002|Information Technology|G: Genpact|1.0
G: Genpact|0.0002|Information Technology|HBI: Hanesbrands Inc|0.50679374
G: Genpact|0.0002|Information Technology|IQV: IQVIA Holdings Inc.|0.5315492
G: Genpact|0.0002|Information Technology|MET: MetLife|0.5208122
G: Genpact|0.0002|Information Technology|MSFT: Microsoft|0.5287417
G: Genpact|0.0002|Information Technology|NCR: NCR Corp|0.531002
G: Genpact|0.0002|Information Technology|TRU: TransUnion|0.6427528
G: Genpact|0.0002|Information Technology|VRSK: Verisk Analytics|0.6217369
G: Genpact|0.0002|Information Technology|WLTW: Willis Towers Watson Public Limited Company|0.50986236
G: Genpact|0.0002|Information Technology|WU: Western Union|0.541545
GATX: GATX Corp|0.0001|Industrials|ACA: Arcosa, Inc|0.7201215
GATX: GATX Corp|0.0001|Industrials|GATX: GATX Corp|1.0000002
GATX: GATX Corp|0.0001|Industrials|KEX: Kirby|0.6052098
GATX: GATX Corp|0.0001|Industrials|TRN: Trinity Industries Inc|0.98171777
GATX: GATX Corp|0.0001|Industrials|TRTN: Triton International Limited|0.64736664
GATX: GATX Corp|0.0001|Industrials|URI: United Rentals Inc|0.62024635
GATX: GATX Corp|0.0001|Industrials|WEX: WEX Inc.|0.60913366
GD: General Dynamics Corp|0.0012|Industrials|AVAV: AeroVironment, Inc. |0.67657393
GD: General Dynamics Corp|0.0012|Industrials|B: Barnes Group Inc|0.5556908
GD: General Dynamics Corp|0.0012|Industrials|BWXT: BWX Technologies|0.5821733
GD: General Dynamics Corp|0.0012|Industrials|CSL: Carlisle Cos Inc|0.5118573
GD: General Dynamics Corp|0.0012|Industrials|GD: General Dynamics Corp|1.0000001
GD: General Dynamics Corp|0.0012|Industrials|GRMN: Garmin Ltd.|0.5349726
GD: General Dynamics Corp|0.0012|Industrials|HII: Huntington Ingalls Industries Inc|0.6628017
GD: General Dynamics Corp|0.0012|Industrials|HON: Honeywell International Inc|0.6140947
GD: General Dynamics Corp|0.0012|Industrials|HWM: Arconic Inc.|0.587233
GD: General Dynamics Corp|0.0012|Industrials|KTOS: Kratos Defense & Security Solutions Inc|0.5863871
GD: General Dynamics Corp|0.0012|Industrials|LMT: Lockheed Martin Corp|0.646422
GD: General Dynamics Corp|0.0012|Industrials|NOC: Northrop Grumman Corp|0.7287354
GD: General Dynamics Corp|0.0012|Industrials|PLXS: Plexus Corp|0.5029886
GD: General Dynamics Corp|0.0012|Industrials|TDG: TransDigm Group Inc|0.5393765
GD: General Dynamics Corp|0.0012|Industrials|TDY: Teledyne Technologies Inc|0.58194566
GD: General Dynamics Corp|0.0012|Industrials|TXT: Textron Inc|0.71170646
GDDY: GoDaddy Inc|0.0004|Information Technology|CDLX: Cardlytics, Inc.|0.61914176
GDDY: GoDaddy Inc|0.0004|Information Technology|GDDY: GoDaddy Inc|0.9999998
GDDY: GoDaddy Inc|0.0004|Information Technology|JCOM: j2 Global Communications|0.5405508
GDDY: GoDaddy Inc|0.0004|Information Technology|MTCH: Match Group, Inc.|0.5872814
GDDY: GoDaddy Inc|0.0004|Information Technology|VRSK: Verisk Analytics|0.52183294
GDOT: Green Dot Corporation |0.0001|Financials|ASB: Associated Banc-Corp|0.63295853
GDOT: Green Dot Corporation |0.0001|Financials|BAC: Bank of America Corp|0.6407408
GDOT: Green Dot Corporation |0.0001|Financials|BOH: Bank of Hawaii Corp|0.55236363
GDOT: Green Dot Corporation |0.0001|Financials|BXS: BancorpSouth Bank|0.5558725
GDOT: Green Dot Corporation |0.0001|Financials|C: CITIGROUP INC|0.64904535
GDOT: Green Dot Corporation |0.0001|Financials|CFG: Citizens Financial Group Inc|0.61840296
GDOT: Green Dot Corporation |0.0001|Financials|CIT: CIT Group Inc|0.62575495
GDOT: Green Dot Corporation |0.0001|Financials|CMA: Comerica Inc|0.6399941
GDOT: Green Dot Corporation |0.0001|Financials|COF: Capital One Financial Corp|0.53849596
GDOT: Green Dot Corporation |0.0001|Financials|COLB: Columbia Banking System Inc|0.66379565
GDOT: Green Dot Corporation |0.0001|Financials|CVBF: CVB Financial Corp|0.63481075
GDOT: Green Dot Corporation |0.0001|Financials|DFS: Discover Financial Services|0.5449916
GDOT: Green Dot Corporation |0.0001|Financials|ETFC: E*TRADE Financial Corporation|0.6532886
GDOT: Green Dot Corporation |0.0001|Financials|EWBC: East West Bancorp Inc|0.672733
GDOT: Green Dot Corporation |0.0001|Financials|FHB: First Hawaiian, Inc.|0.59380156
GDOT: Green Dot Corporation |0.0001|Financials|FHN: First Horizon National Corp|0.6310336
GDOT: Green Dot Corporation |0.0001|Financials|FITB: Fifth Third Bancorp|0.5541527
GDOT: Green Dot Corporation |0.0001|Financials|FNB: F.N.B. Corp|0.5291174
GDOT: Green Dot Corporation |0.0001|Financials|FULT: Fulton Financial Corp|0.50495356
GDOT: Green Dot Corporation |0.0001|Financials|GDOT: Green Dot Corporation |1.0000001
GDOT: Green Dot Corporation |0.0001|Financials|HBAN: Huntington Bancshares Incorporated|0.6376161
GDOT: Green Dot Corporation |0.0001|Financials|HOMB: Home Bancshares Inc|0.6021868
GDOT: Green Dot Corporation |0.0001|Financials|INDB: Independent Bank Corp (Mass)|0.6252104
GDOT: Green Dot Corporation |0.0001|Financials|KEY: KeyCorp|0.6147096
GDOT: Green Dot Corporation |0.0001|Financials|MTB: M&T Bank Corporation|0.52206653
GDOT: Green Dot Corporation |0.0001|Financials|NYCB: New York Community Bancorp Inc|0.56252795
GDOT: Green Dot Corporation |0.0001|Financials|ONB: Old National Bancorp|0.6050642
GDOT: Green Dot Corporation |0.0001|Financials|PNC: PNC Financial Services Group Inc|0.65319073
GDOT: Green Dot Corporation |0.0001|Financials|PPBI: Pacific Premier Bancorp Inc|0.6659195
GDOT: Green Dot Corporation |0.0001|Financials|RF: Regions Financial Corp|0.619558
GDOT: Green Dot Corporation |0.0001|Financials|SBNY: Signature Bank|0.61982834
GDOT: Green Dot Corporation |0.0001|Financials|SIVB: SVB Financial Group|0.6831382
GDOT: Green Dot Corporation |0.0001|Financials|STL: Sterling Bancorp|0.636846
GDOT: Green Dot Corporation |0.0001|Financials|UMBF: UMB Financial|0.6462125
GDOT: Green Dot Corporation |0.0001|Financials|UMPQ: Umpqua Holdings Corp|0.6000984
GDOT: Green Dot Corporation |0.0001|Financials|WBS: Webster Financial Corp (Conn)|0.65392506
GDOT: Green Dot Corporation |0.0001|Financials|WFC: Wells Fargo & Co|0.5985457
GDOT: Green Dot Corporation |0.0001|Financials|ZION: Zions Bancorporation|0.672125
GE: General Electric Co|0.0016|Industrials|AAL: American Airlines Group|0.5230183
GE: General Electric Co|0.0016|Industrials|BA: Boeing Co|0.6322357
GE: General Electric Co|0.0016|Industrials|GE: General Electric Co|0.99999994
GE: General Electric Co|0.0016|Industrials|LUV: Southwest Airlines Co|0.5835388
GE: General Electric Co|0.0016|Industrials|SPR: Spirit AeroSystems Holdings Inc|0.6407592
GGG: Graco Inc|0.0003|Industrials|FUL: H.B. Fuller|0.6531086
GGG: Graco Inc|0.0003|Industrials|GGG: Graco Inc|0.9999998
GGG: Graco Inc|0.0003|Industrials|NDSN: Nordson Corp|0.631318
GGG: Graco Inc|0.0003|Industrials|NEU: NewMarket|0.5223899
GGG: Graco Inc|0.0003|Industrials|PPG: PPG Industries Inc|0.7408078
GGG: Graco Inc|0.0003|Industrials|ROK: Rockwell Automation Inc|0.59288615
GGG: Graco Inc|0.0003|Industrials|SHW: Sherwin-Williams Co|0.79935163
GGG: Graco Inc|0.0003|Industrials|VMI: Valmont Industries Inc.|0.5342296
GH: Guardant Health Inc|0.0002|Health Care|ADPT: Adaptive Biotechnologies Corporation|0.75513625
GH: Guardant Health Inc|0.0002|Health Care|ALLO: Allogene Therapeutics Inc|0.5586675
GH: Guardant Health Inc|0.0002|Health Care|AMGN: Amgen Inc|0.57160735
GH: Guardant Health Inc|0.0002|Health Care|BMY: Bristol-Myers Squibb Co|0.6881479
GH: Guardant Health Inc|0.0002|Health Care|DCPH: Deciphera Pharmaceuticals, Inc.|0.70612365
GH: Guardant Health Inc|0.0002|Health Care|EXAS: Exact Sciences Corp|0.91214836
GH: Guardant Health Inc|0.0002|Health Care|EXEL: Exelixis Inc|0.6649034
GH: Guardant Health Inc|0.0002|Health Care|GH: Guardant Health Inc|0.9999999
GH: Guardant Health Inc|0.0002|Health Care|ILMN: Illumina Inc|0.7897116
GH: Guardant Health Inc|0.0002|Health Care|IMMU: Immunomedics, Inc.|0.7856752
GH: Guardant Health Inc|0.0002|Health Care|INSP: Inspire Medical Systems, Inc.|0.55549586
GH: Guardant Health Inc|0.0002|Health Care|JAZZ: Jazz Pharmaceuticals|0.5132954
GH: Guardant Health Inc|0.0002|Health Care|NVCR: NovoCure Limited|0.858986
GH: Guardant Health Inc|0.0002|Health Care|OPK: Opko Health|0.67891717
GH: Guardant Health Inc|0.0002|Health Care|QGEN: Qiagen NV|0.5962161
GH: Guardant Health Inc|0.0002|Health Care|REGN: Regeneron Pharmaceuticals|0.59163654
GH: Guardant Health Inc|0.0002|Health Care|SGEN: Seattle Genetics Inc|0.72996765
GH: Guardant Health Inc|0.0002|Health Care|TECH: Bio-Techne Corp|0.66382354
GH: Guardant Health Inc|0.0002|Health Care|TPTX: Turning Point Therapeutics Inc|0.6788564
GH: Guardant Health Inc|0.0002|Health Care|TXG: 10x Genomics Inc|0.6193584
GH: Guardant Health Inc|0.0002|Health Care|VAR: Varian Medical Systems Inc|0.7212936
GH: Guardant Health Inc|0.0002|Health Care|VCYT: Veracyte|0.9340957
GILD: Gilead Sciences Inc|0.0027|Health Care|ABBV: AbbVie Inc|0.8012249
GILD: Gilead Sciences Inc|0.0027|Health Care|ADPT: Adaptive Biotechnologies Corporation|0.5921966
GILD: Gilead Sciences Inc|0.0027|Health Care|ALLO: Allogene Therapeutics Inc|0.72816753
GILD: Gilead Sciences Inc|0.0027|Health Care|ALNY: Alnylam Pharmaceuticals, Inc.|0.8033687
GILD: Gilead Sciences Inc|0.0027|Health Care|ALXN: Alexion Pharmaceuticals Inc|0.7652512
GILD: Gilead Sciences Inc|0.0027|Health Care|AMGN: Amgen Inc|0.77209044
GILD: Gilead Sciences Inc|0.0027|Health Care|BIIB: Biogen Inc|0.81790876
GILD: Gilead Sciences Inc|0.0027|Health Care|BMRN: Biomarin Pharmaceutical Inc|0.77044016
GILD: Gilead Sciences Inc|0.0027|Health Care|BMY: Bristol-Myers Squibb Co|0.577106
GILD: Gilead Sciences Inc|0.0027|Health Care|CCXI: ChemoCentryx Inc|0.7683338
GILD: Gilead Sciences Inc|0.0027|Health Care|DCPH: Deciphera Pharmaceuticals, Inc.|0.7637304
GILD: Gilead Sciences Inc|0.0027|Health Care|EW: Edwards Lifesciences Corp|0.5191188
GILD: Gilead Sciences Inc|0.0027|Health Care|EXEL: Exelixis Inc|0.75877017
GILD: Gilead Sciences Inc|0.0027|Health Care|GILD: Gilead Sciences Inc|1.0000002
GILD: Gilead Sciences Inc|0.0027|Health Care|GKOS: Glaukos|0.5337063
GILD: Gilead Sciences Inc|0.0027|Health Care|HZNP: Horizon Pharma PLC|0.7201681
GILD: Gilead Sciences Inc|0.0027|Health Care|IMMU: Immunomedics, Inc.|0.70789
GILD: Gilead Sciences Inc|0.0027|Health Care|INCY: Incyte Corp|0.79628223
GILD: Gilead Sciences Inc|0.0027|Health Care|INSM: Insmed|0.78391397
GILD: Gilead Sciences Inc|0.0027|Health Care|IONS: Ionis Pharmaceuticals, Inc.|0.79997903
GILD: Gilead Sciences Inc|0.0027|Health Care|JAZZ: Jazz Pharmaceuticals|0.86387616
GILD: Gilead Sciences Inc|0.0027|Health Care|LGND: Ligand Pharmaceuticals Inc|0.57430184
GILD: Gilead Sciences Inc|0.0027|Health Care|LLY: Eli Lilly and Company|0.7863678
GILD: Gilead Sciences Inc|0.0027|Health Care|MRK: Merck & Co Inc|0.5375102
GILD: Gilead Sciences Inc|0.0027|Health Care|MRNA: Moderna, Inc.|0.6121371
GILD: Gilead Sciences Inc|0.0027|Health Care|NBIX: Neurocrine Biosciences Inc|0.7601458
GILD: Gilead Sciences Inc|0.0027|Health Care|NVCR: NovoCure Limited|0.627064
GILD: Gilead Sciences Inc|0.0027|Health Care|OPK: Opko Health|0.7363132
GILD: Gilead Sciences Inc|0.0027|Health Care|PFE: Pfizer Inc|0.656526
GILD: Gilead Sciences Inc|0.0027|Health Care|REGN: Regeneron Pharmaceuticals|0.82981056
GILD: Gilead Sciences Inc|0.0027|Health Care|SGEN: Seattle Genetics Inc|0.6038868
GILD: Gilead Sciences Inc|0.0027|Health Care|SRPT: Sarepta Therapeutics|0.7353382
GILD: Gilead Sciences Inc|0.0027|Health Care|TGTX: TG Therapeutics Inc|0.765077
GILD: Gilead Sciences Inc|0.0027|Health Care|TPTX: Turning Point Therapeutics Inc|0.68310696
GILD: Gilead Sciences Inc|0.0027|Health Care|UTHR: United Therapeutics Corporation|0.70058423
GILD: Gilead Sciences Inc|0.0027|Health Care|VRTX: Vertex Pharmaceuticals Inc|0.6480489
GILD: Gilead Sciences Inc|0.0027|Health Care|XNCR: Xencor Inc|0.6056401
GIS: General Mills Inc|0.0012|Consumer Staples|CAG: ConAgra Brands, Inc.|0.8363754
GIS: General Mills Inc|0.0012|Consumer Staples|CPB: Campbell Soup Co|0.711783
GIS: General Mills Inc|0.0012|Consumer Staples|GIS: General Mills Inc|1.0000002
GIS: General Mills Inc|0.0012|Consumer Staples|HSY: The Hershey Co|0.7952714
GIS: General Mills Inc|0.0012|Consumer Staples|K: Kellogg Co|0.84788936
GIS: General Mills Inc|0.0012|Consumer Staples|KHC: The Kraft Heinz Company|0.66513085
GIS: General Mills Inc|0.0012|Consumer Staples|MDLZ: Mondelez International Inc|0.8531413
GIS: General Mills Inc|0.0012|Consumer Staples|MKC: McCormick|0.53214765
GIS: General Mills Inc|0.0012|Consumer Staples|PEP: PepsiCo Inc|0.6496958
GIS: General Mills Inc|0.0012|Consumer Staples|POST: Post Holdings Inc|0.52736545
GIS: General Mills Inc|0.0012|Consumer Staples|SJM: JM Smucker Co|0.7084762
GIS: General Mills Inc|0.0012|Consumer Staples|SMPL: The Simply Good Foods Company|0.65725553
GIS: General Mills Inc|0.0012|Consumer Staples|THS: TreeHouse Foods|0.81230116
GKOS: Glaukos|0.0001|Health Care|ABBV: AbbVie Inc|0.5510822
GKOS: Glaukos|0.0001|Health Care|ABMD: Abiomed Inc|0.6373021
GKOS: Glaukos|0.0001|Health Care|ADPT: Adaptive Biotechnologies Corporation|0.5890901
GKOS: Glaukos|0.0001|Health Care|ALLO: Allogene Therapeutics Inc|0.5855789
GKOS: Glaukos|0.0001|Health Care|ALNY: Alnylam Pharmaceuticals, Inc.|0.6335987
GKOS: Glaukos|0.0001|Health Care|ALXN: Alexion Pharmaceuticals Inc|0.7021729
GKOS: Glaukos|0.0001|Health Care|AMGN: Amgen Inc|0.5112495
GKOS: Glaukos|0.0001|Health Care|BIIB: Biogen Inc|0.59896296
GKOS: Glaukos|0.0001|Health Care|BMRN: Biomarin Pharmaceutical Inc|0.64135474
GKOS: Glaukos|0.0001|Health Care|BSX: Boston Scientific|0.6515599
GKOS: Glaukos|0.0001|Health Care|CCXI: ChemoCentryx Inc|0.6877823
GKOS: Glaukos|0.0001|Health Care|DCPH: Deciphera Pharmaceuticals, Inc.|0.56250405
GKOS: Glaukos|0.0001|Health Care|EW: Edwards Lifesciences Corp|0.7669294
GKOS: Glaukos|0.0001|Health Care|EXEL: Exelixis Inc|0.55356497
GKOS: Glaukos|0.0001|Health Care|GILD: Gilead Sciences Inc|0.5337063
GKOS: Glaukos|0.0001|Health Care|GKOS: Glaukos|1.0
GKOS: Glaukos|0.0001|Health Care|HZNP: Horizon Pharma PLC|0.65866965
GKOS: Glaukos|0.0001|Health Care|IMMU: Immunomedics, Inc.|0.55726737
GKOS: Glaukos|0.0001|Health Care|INCY: Incyte Corp|0.5721697
GKOS: Glaukos|0.0001|Health Care|INSM: Insmed|0.6881313
GKOS: Glaukos|0.0001|Health Care|INSP: Inspire Medical Systems, Inc.|0.65870535
GKOS: Glaukos|0.0001|Health Care|JAZZ: Jazz Pharmaceuticals|0.64653796
GKOS: Glaukos|0.0001|Health Care|JNJ: Johnson & Johnson|0.57396513
GKOS: Glaukos|0.0001|Health Care|LIVN: LivaNova PLC|0.6821552
GKOS: Glaukos|0.0001|Health Care|MCK: McKesson|0.53909963
GKOS: Glaukos|0.0001|Health Care|NBIX: Neurocrine Biosciences Inc|0.573403
GKOS: Glaukos|0.0001|Health Care|NVCR: NovoCure Limited|0.5662126
GKOS: Glaukos|0.0001|Health Care|OPK: Opko Health|0.6969917
GKOS: Glaukos|0.0001|Health Care|PCRX: Pacira BioSciences, Inc.|0.71326196
GKOS: Glaukos|0.0001|Health Care|PEN: Penumbra, Inc.|0.5588021
GKOS: Glaukos|0.0001|Health Care|PRAH: PRA Health Services, Inc.|0.61245024
GKOS: Glaukos|0.0001|Health Care|REGN: Regeneron Pharmaceuticals|0.6217237
GKOS: Glaukos|0.0001|Health Care|SRPT: Sarepta Therapeutics|0.64892375
